text,emotion,field
Why does backpropagation behave this way? It seems very counterintuitive.,Confused,Computer Science
I find behavior modification incredibly tedious. It is just rote repetition.,Bored,Psychology
This assignment on homeostasis was simple. I finished it in ten minutes.,Confident,Biology
The professor's slides on balance sheets are just walls of text. So uninteresting.,Bored,Business
I am tired of getting stuck on basic syntax errors in quantum entanglement.,Frustrated,Physics
What is the mathematical connection between personality traits and other fields?,Curious,Psychology
What is the mathematical connection between Cold War diplomacy and other fields?,Curious,History
I feel confident about my grasp of multithreading ahead of the midterm.,Confident,Computer Science
I don't get the relationship between these variables in gene splicing.,Confused,Biology
This compiler error in historical contexts is driving me crazy! It makes no sense.,Frustrated,Literature
I feel confident about my grasp of binary search trees ahead of the midterm.,Confident,Computer Science
Can someone explain how gas laws works? I am totally confused.,Confused,Chemistry
I'm completely lost on recursion. Can someone explain it in simple terms?,Confused,Computer Science
The test on structural load calculations was a breeze. I got a perfect score!,Confident,Engineering
How does molecular orbitals scale to real-world datasets? I'd love to know more.,Curious,Chemistry
I'm completely lost on behavior modification. Can someone explain it in simple terms?,Confused,Psychology
Another lecture on colonialism? I'd rather do anything else right now.,Bored,History
I solved the entire narrative voices worksheet without looking at any hints.,Confident,Literature
I've been trying to solve this ecological niches bug for hours and it's still failing!,Frustrated,Biology
Why is the setup for poetic meters so incredibly difficult and poorly documented?,Frustrated,Literature
The class on vector spaces is moving at a snail's pace. I'm so disengaged.,Bored,Mathematics
How does social movements scale to real-world datasets? I'd love to know more.,Curious,History
Why do we need to memorize these stress-strain analysis formulas? It feels so pointless.,Bored,Engineering
I don't see the relevance of geometric proofs to real life. It is just empty theory.,Bored,Mathematics
Learning about enzyme kinetics feels like watching paint dry. Zero excitement.,Bored,Chemistry
Implementing enzyme kinetics was straightforward. I knew exactly what to do.,Confident,Chemistry
I don't see the relevance of feedback control loops to real life. It is just empty theory.,Bored,Engineering
I feel confident about my grasp of immune response ahead of the midterm.,Confident,Biology
The test on economic depressions was a breeze. I got a perfect score!,Confident,History
The test on mental health disorders was a breeze. I got a perfect score!,Confident,Psychology
I want to explore the history and development of behavior modification theories.,Curious,Psychology
I want to explore the history and development of vector spaces theories.,Curious,Mathematics
What is the mathematical connection between market segmentation and other fields?,Curious,Business
How does microeconomic models scale to real-world datasets? I'd love to know more.,Curious,Business
Why is the setup for industrialization so incredibly difficult and poorly documented?,Frustrated,History
What is the mathematical connection between redox reactions and other fields?,Curious,Chemistry
I'm really struggling to grasp the core concept of organic synthesis.,Confused,Chemistry
I'm interested in working on a research project related to eigenvalues and eigenvectors.,Curious,Mathematics
I've spent the whole weekend on periodic trends and made absolutely zero progress.,Frustrated,Chemistry
Learning about organizational behavior feels like watching paint dry. Zero excitement.,Bored,Business
The lecture on Fourier series went way too fast. I have no idea what's going on.,Confused,Mathematics
The test on electromagnetic induction was a breeze. I got a perfect score!,Confident,Physics
This assignment on geometric proofs was simple. I finished it in ten minutes.,Confident,Mathematics
I find matrix multiplication incredibly tedious. It is just rote repetition.,Bored,Mathematics
I am stuck on this character development question. The instructions are very unclear.,Confused,Literature
I've been trying to solve this electromagnetic induction bug for hours and it's still failing!,Frustrated,Physics
I am tired of getting stuck on basic syntax errors in homeostasis.,Frustrated,Biology
I am so frustrated with redox reactions. Nothing is working the way it should.,Frustrated,Chemistry
I am so frustrated with spectroscopy. Nothing is working the way it should.,Frustrated,Chemistry
The lecture on balance sheets went way too fast. I have no idea what's going on.,Confused,Business
This structural load calculations assignment is a nightmare. It is way too hard.,Frustrated,Engineering
"This lecture on Cold War diplomacy is so dry, I'm falling asleep.",Bored,History
I have followed every step of the regular expressions tutorial and it still crashes.,Frustrated,Computer Science
Another lecture on fluid mechanics? I'd rather do anything else right now.,Bored,Engineering
Can someone explain how differential equations works? I am totally confused.,Confused,Mathematics
Why is the setup for chemical equilibrium so incredibly difficult and poorly documented?,Frustrated,Chemistry
I solved the entire SQL joins worksheet without looking at any hints.,Confident,Computer Science
This error message in thermodynamic laws is completely useless. I am stuck.,Frustrated,Physics
Why do we need to memorize these angular momentum formulas? It feels so pointless.,Bored,Physics
Why does circuit diagrams behave this way? It seems very counterintuitive.,Confused,Physics
Why does fluid mechanics behave this way? It seems very counterintuitive.,Confused,Engineering
Why do we need to memorize these fluid dynamics formulas? It feels so pointless.,Bored,Physics
I have read this section on heat transfer equations three times and still don't understand it.,Confused,Engineering
I feel like throwing my laptop out the window. narrative voices is so annoying.,Frustrated,Literature
I am tired of getting stuck on basic syntax errors in ecological niches.,Frustrated,Biology
This lecture on pointer references was fascinating! Where can I read more about it?,Curious,Computer Science
This error message in cognitive dissonance is completely useless. I am stuck.,Frustrated,Psychology
I don't get the relationship between these variables in memory retrieval.,Confused,Psychology
I'm completely lost on molecular orbitals. Can someone explain it in simple terms?,Confused,Chemistry
I am stuck on this electromagnetic induction question. The instructions are very unclear.,Confused,Physics
I feel like throwing my laptop out the window. signal processing is so annoying.,Frustrated,Engineering
I'm really struggling to grasp the core concept of macroeconomics.,Confused,Business
I don't understand the difference between these two algorithms in electromagnetic induction.,Confused,Physics
I don't understand the difference between these two algorithms in symbolism.,Confused,Literature
How does macroeconomics scale to real-world datasets? I'd love to know more.,Curious,Business
I don't see the relevance of gas laws to real life. It is just empty theory.,Bored,Chemistry
Why is the setup for behavior modification so incredibly difficult and poorly documented?,Frustrated,Psychology
I am tired of getting stuck on basic syntax errors in probability distributions.,Frustrated,Mathematics
I'm making great progress in signal processing. It's all clicking so fast.,Confident,Engineering
I've mastered the core concepts of military strategies. Bring on the advanced stuff!,Confident,History
I'm curious to see what happens if we change the parameters in gas laws.,Curious,Chemistry
I want to explore the history and development of organizational behavior theories.,Curious,Business
Can we apply political revolutions concepts to solve this other problem?,Curious,History
This personality traits assignment is a nightmare. It is way too hard.,Frustrated,Psychology
Why is the setup for stress-strain analysis so incredibly difficult and poorly documented?,Frustrated,Engineering
I feel like throwing my laptop out the window. historical contexts is so annoying.,Frustrated,Literature
This is an interesting perspective on cellular respiration. How does it compare to others?,Curious,Biology
I find market segmentation incredibly tedious. It is just rote repetition.,Bored,Business
How does perception thresholds scale to real-world datasets? I'd love to know more.,Curious,Psychology
I'm really struggling to grasp the core concept of treaty negotiations.,Confused,History
This lecture on neurotransmitters was fascinating! Where can I read more about it?,Curious,Psychology
This fluid mechanics assignment is a nightmare. It is way too hard.,Frustrated,Engineering
Learning about fluid mechanics feels like watching paint dry. Zero excitement.,Bored,Engineering
This is an interesting perspective on narrative voices. How does it compare to others?,Curious,Literature
I am stuck on this poetic meters question. The instructions are very unclear.,Confused,Literature
I am stuck on this rhetorical devices question. The instructions are very unclear.,Confused,Literature
Why do we need to memorize these projectile motion formulas? It feels so pointless.,Bored,Physics
This assignment on projectile motion was simple. I finished it in ten minutes.,Confident,Physics
I'm really struggling to grasp the core concept of partial derivatives.,Confused,Mathematics
This assignment on acid-base titration was simple. I finished it in ten minutes.,Confident,Chemistry
I'm completely lost on cognitive dissonance. Can someone explain it in simple terms?,Confused,Psychology
I am tired of getting stuck on basic syntax errors in organic synthesis.,Frustrated,Chemistry
I'm completely lost on phylogenetic trees. Can someone explain it in simple terms?,Confused,Biology
I have followed every step of the cost-benefit analysis tutorial and it still crashes.,Frustrated,Business
Can someone explain how research ethics works? I am totally confused.,Confused,Psychology
I don't see the relevance of digital logic gates to real life. It is just empty theory.,Bored,Engineering
I fully understand Bayes theorem now and completed all the exercises easily!,Confident,Mathematics
I'm completely lost on post-colonial literature. Can someone explain it in simple terms?,Confused,Literature
The test on pointer references was a breeze. I got a perfect score!,Confident,Computer Science
The test on French Revolution was a breeze. I got a perfect score!,Confident,History
Learning about ecological niches feels like watching paint dry. Zero excitement.,Bored,Biology
I feel completely ready to explain organizational behavior to anyone who is struggling.,Confident,Business
I keep getting confused when trying to apply the formula for nuclear fission.,Confused,Physics
I am tired of getting stuck on basic syntax errors in partial derivatives.,Frustrated,Mathematics
This compiler error in literary analysis is driving me crazy! It makes no sense.,Frustrated,Literature
I fully understand differential equations now and completed all the exercises easily!,Confident,Mathematics
What is the mathematical connection between social movements and other fields?,Curious,History
I've spent the whole weekend on classical conditioning and made absolutely zero progress.,Frustrated,Psychology
I find neurotransmitters incredibly tedious. It is just rote repetition.,Bored,Psychology
I have read this section on circuit diagrams three times and still don't understand it.,Confused,Physics
I've been listening to this talk on acid-base titration for an hour and nothing is happening.,Bored,Chemistry
I'm completely lost on personality traits. Can someone explain it in simple terms?,Confused,Psychology
I feel completely ready to explain social movements to anyone who is struggling.,Confident,History
I find portfolio optimization incredibly tedious. It is just rote repetition.,Bored,Business
I feel completely ready to explain limits and continuity to anyone who is struggling.,Confident,Mathematics
The test on defense mechanisms was a breeze. I got a perfect score!,Confident,Psychology
I've spent the whole weekend on microeconomic models and made absolutely zero progress.,Frustrated,Business
I don't get the relationship between these variables in renaissance art.,Confused,History
I am so frustrated with digital logic gates. Nothing is working the way it should.,Frustrated,Engineering
How does covalent bonding scale to real-world datasets? I'd love to know more.,Curious,Chemistry
How does character development scale to real-world datasets? I'd love to know more.,Curious,Literature
I fully understand organizational behavior now and completed all the exercises easily!,Confident,Business
I've been trying to solve this thermodynamic laws bug for hours and it's still failing!,Frustrated,Physics
I've spent the whole weekend on chemical equilibrium and made absolutely zero progress.,Frustrated,Chemistry
How does aerodynamics scale to real-world datasets? I'd love to know more.,Curious,Engineering
How does fluid mechanics scale to real-world datasets? I'd love to know more.,Curious,Engineering
This compiler error in regular expressions is driving me crazy! It makes no sense.,Frustrated,Computer Science
This mitosis and meiosis assignment is a nightmare. It is way too hard.,Frustrated,Biology
I fully understand structuralism now and completed all the exercises easily!,Confident,Literature
This is an interesting perspective on organizational behavior. How does it compare to others?,Curious,Business
How do researchers solve the open problems in matrix multiplication?,Curious,Mathematics
The lecture on classical conditioning went way too fast. I have no idea what's going on.,Confused,Psychology
This lecture on acid-base titration was fascinating! Where can I read more about it?,Curious,Chemistry
I don't see the relevance of historical sources to real life. It is just empty theory.,Bored,History
This assignment on integrals was simple. I finished it in ten minutes.,Confident,Mathematics
I don't understand the difference between these two algorithms in nuclear fission.,Confused,Physics
The professor's slides on special relativity are just walls of text. So uninteresting.,Bored,Physics
Why do we need to memorize these partial derivatives formulas? It feels so pointless.,Bored,Mathematics
Are there any advanced applications of fluid dynamics in modern industry?,Curious,Physics
This error message in special relativity is completely useless. I am stuck.,Frustrated,Physics
Are there any advanced applications of gene splicing in modern industry?,Curious,Biology
This nuclear fission homework is extremely monotonous. I can't stay focused.,Bored,Physics
Why does gas laws behave this way? It seems very counterintuitive.,Confused,Chemistry
I feel confident about my grasp of aerodynamics ahead of the midterm.,Confident,Engineering
This assignment on industrialization was simple. I finished it in ten minutes.,Confident,History
I have read this section on immune response three times and still don't understand it.,Confused,Biology
"My solution for the phylogenetic trees problem is clean, efficient, and working perfectly.",Confident,Biology
I fully understand wave-particle duality now and completed all the exercises easily!,Confident,Physics
I feel completely ready to explain multithreading to anyone who is struggling.,Confident,Computer Science
Can we apply classical conditioning concepts to solve this other problem?,Curious,Psychology
I am so frustrated with memory retrieval. Nothing is working the way it should.,Frustrated,Psychology
I am tired of getting stuck on basic syntax errors in gravitational fields.,Frustrated,Physics
How does protein synthesis scale to real-world datasets? I'd love to know more.,Curious,Biology
I don't get the relationship between these variables in narrative voices.,Confused,Literature
"This lecture on supply chain logistics is so dry, I'm falling asleep.",Bored,Business
Are there any advanced applications of character development in modern industry?,Curious,Literature
I fully understand poetic meters now and completed all the exercises easily!,Confident,Literature
I've been trying to solve this organic synthesis bug for hours and it's still failing!,Frustrated,Chemistry
I have read this section on recursion three times and still don't understand it.,Confused,Computer Science
This market segmentation assignment is a nightmare. It is way too hard.,Frustrated,Business
"This lecture on electromagnetic induction is so dry, I'm falling asleep.",Bored,Physics
I've spent the whole weekend on thermodynamic laws and made absolutely zero progress.,Frustrated,Physics
I'm really struggling to grasp the core concept of differential equations.,Confused,Mathematics
I'm really struggling to grasp the core concept of redox reactions.,Confused,Chemistry
How does heat transfer equations scale to real-world datasets? I'd love to know more.,Curious,Engineering
I feel like throwing my laptop out the window. merge sort is so annoying.,Frustrated,Computer Science
This compiler error in structural load calculations is driving me crazy! It makes no sense.,Frustrated,Engineering
Can someone explain how economic depressions works? I am totally confused.,Confused,History
This symbolism homework is extremely monotonous. I can't stay focused.,Bored,Literature
Can someone explain how developmental stages works? I am totally confused.,Confused,Psychology
I've mastered the core concepts of CAD modeling. Bring on the advanced stuff!,Confident,Engineering
I don't see the relevance of DNA replication to real life. It is just empty theory.,Bored,Biology
This assignment on cost-benefit analysis was simple. I finished it in ten minutes.,Confident,Business
Another lecture on nuclear fission? I'd rather do anything else right now.,Bored,Physics
This assignment on colonialism was simple. I finished it in ten minutes.,Confident,History
I have followed every step of the rhetorical devices tutorial and it still crashes.,Frustrated,Literature
I have read this section on thermodynamic cycles three times and still don't understand it.,Confused,Engineering
The test on historical sources was a breeze. I got a perfect score!,Confident,History
I am stuck on this chemical equilibrium question. The instructions are very unclear.,Confused,Chemistry
Why do we need to memorize these memory retrieval formulas? It feels so pointless.,Bored,Psychology
The test on regular expressions was a breeze. I got a perfect score!,Confident,Computer Science
I feel confident about my grasp of signal processing ahead of the midterm.,Confident,Engineering
I don't see the relevance of material strength to real life. It is just empty theory.,Bored,Engineering
I have read this section on eigenvalues and eigenvectors three times and still don't understand it.,Confused,Mathematics
How does periodic trends scale to real-world datasets? I'd love to know more.,Curious,Chemistry
I have read this section on limits and continuity three times and still don't understand it.,Confused,Mathematics
This compiler error in colonialism is driving me crazy! It makes no sense.,Frustrated,History
Can we apply neurotransmitters concepts to solve this other problem?,Curious,Psychology
The test on SQL joins was a breeze. I got a perfect score!,Confident,Computer Science
The class on fluid mechanics is moving at a snail's pace. I'm so disengaged.,Bored,Engineering
Are there any advanced applications of eigenvalues and eigenvectors in modern industry?,Curious,Mathematics
I'm completely lost on military strategies. Can someone explain it in simple terms?,Confused,History
Are there any advanced applications of thematic analysis in modern industry?,Curious,Literature
The lecture on phylogenetic trees went way too fast. I have no idea what's going on.,Confused,Biology
The professor's slides on DNA replication are just walls of text. So uninteresting.,Bored,Biology
Why is the setup for research ethics so incredibly difficult and poorly documented?,Frustrated,Psychology
I solved the entire binary search trees worksheet without looking at any hints.,Confident,Computer Science
I've been listening to this talk on natural selection for an hour and nothing is happening.,Bored,Biology
This lecture on memory allocation was fascinating! Where can I read more about it?,Curious,Computer Science
I'm really struggling to grasp the core concept of backpropagation.,Confused,Computer Science
I keep getting confused when trying to apply the formula for linear transformations.,Confused,Mathematics
What is the mathematical connection between matrix multiplication and other fields?,Curious,Mathematics
The test on behavior modification was a breeze. I got a perfect score!,Confident,Psychology
The class on historical sources is moving at a snail's pace. I'm so disengaged.,Bored,History
The professor's slides on phylogenetic trees are just walls of text. So uninteresting.,Bored,Biology
I have followed every step of the electromagnetic induction tutorial and it still crashes.,Frustrated,Physics
I don't see the relevance of personality traits to real life. It is just empty theory.,Bored,Psychology
I'm really struggling to grasp the core concept of circuit simulation.,Confused,Engineering
The test on binary search trees was a breeze. I got a perfect score!,Confident,Computer Science
Are there any advanced applications of merge sort in modern industry?,Curious,Computer Science
"My solution for the heat transfer equations problem is clean, efficient, and working perfectly.",Confident,Engineering
I am tired of getting stuck on basic syntax errors in cellular respiration.,Frustrated,Biology
I keep getting confused when trying to apply the formula for mental health disorders.,Confused,Psychology
I am tired of getting stuck on basic syntax errors in eigenvalues and eigenvectors.,Frustrated,Mathematics
This integrals homework is extremely monotonous. I can't stay focused.,Bored,Mathematics
The test on military strategies was a breeze. I got a perfect score!,Confident,History
Another lecture on enzyme kinetics? I'd rather do anything else right now.,Bored,Chemistry
I've spent the whole weekend on heat transfer equations and made absolutely zero progress.,Frustrated,Engineering
I have read this section on Cold War diplomacy three times and still don't understand it.,Confused,History
I feel completely ready to explain military strategies to anyone who is struggling.,Confident,History
I am stuck on this fluid dynamics question. The instructions are very unclear.,Confused,Physics
Can we apply covalent bonding concepts to solve this other problem?,Curious,Chemistry
Why is the setup for character development so incredibly difficult and poorly documented?,Frustrated,Literature
I don't understand the difference between these two algorithms in French Revolution.,Confused,History
This error message in homeostasis is completely useless. I am stuck.,Frustrated,Biology
"My solution for the thematic analysis problem is clean, efficient, and working perfectly.",Confident,Literature
I have read this section on industrialization three times and still don't understand it.,Confused,History
I am so frustrated with political revolutions. Nothing is working the way it should.,Frustrated,History
The class on Docker containers is moving at a snail's pace. I'm so disengaged.,Bored,Computer Science
Learning about aerodynamics feels like watching paint dry. Zero excitement.,Bored,Engineering
I find binary search trees incredibly tedious. It is just rote repetition.,Bored,Computer Science
This research ethics assignment is a nightmare. It is way too hard.,Frustrated,Psychology
I feel confident about my grasp of mental health disorders ahead of the midterm.,Confident,Psychology
This compiler error in pointer references is driving me crazy! It makes no sense.,Frustrated,Computer Science
I've spent the whole weekend on rhetorical devices and made absolutely zero progress.,Frustrated,Literature
I feel completely ready to explain consumer psychology to anyone who is struggling.,Confident,Business
How does acid-base titration scale to real-world datasets? I'd love to know more.,Curious,Chemistry
The test on partial derivatives was a breeze. I got a perfect score!,Confident,Mathematics
This error message in recursion is completely useless. I am stuck.,Frustrated,Computer Science
I've mastered the core concepts of nuclear fission. Bring on the advanced stuff!,Confident,Physics
I am tired of getting stuck on basic syntax errors in genre conventions.,Frustrated,Literature
Why is the setup for SQL joins so incredibly difficult and poorly documented?,Frustrated,Computer Science
Can we apply acid-base titration concepts to solve this other problem?,Curious,Chemistry
Why is the setup for social movements so incredibly difficult and poorly documented?,Frustrated,History
I'm interested in working on a research project related to natural selection.,Curious,Biology
Why does API routing behave this way? It seems very counterintuitive.,Confused,Computer Science
Why does wave-particle duality behave this way? It seems very counterintuitive.,Confused,Physics
Can someone explain how nuclear fission works? I am totally confused.,Confused,Physics
I fully understand developmental stages now and completed all the exercises easily!,Confident,Psychology
I'm interested in working on a research project related to quantum entanglement.,Curious,Physics
I am stuck on this wave-particle duality question. The instructions are very unclear.,Confused,Physics
Why do we need to memorize these perception thresholds formulas? It feels so pointless.,Bored,Psychology
I am tired of getting stuck on basic syntax errors in thematic analysis.,Frustrated,Literature
I feel confident about my grasp of developmental stages ahead of the midterm.,Confident,Psychology
I want to explore the history and development of portfolio optimization theories.,Curious,Business
I don't see the relevance of poetic meters to real life. It is just empty theory.,Bored,Literature
"This lecture on narrative voices is so dry, I'm falling asleep.",Bored,Literature
I solved the entire genre conventions worksheet without looking at any hints.,Confident,Literature
I solved the entire partial derivatives worksheet without looking at any hints.,Confident,Mathematics
Why is the setup for social influence so incredibly difficult and poorly documented?,Frustrated,Psychology
This error message in vector spaces is completely useless. I am stuck.,Frustrated,Mathematics
"My solution for the portfolio optimization problem is clean, efficient, and working perfectly.",Confident,Business
"My solution for the Cold War diplomacy problem is clean, efficient, and working perfectly.",Confident,History
The lecture on pointer references went way too fast. I have no idea what's going on.,Confused,Computer Science
Can someone explain how recursion works? I am totally confused.,Confused,Computer Science
I'm interested in working on a research project related to periodic trends.,Curious,Chemistry
I don't understand the difference between these two algorithms in gradient descent.,Confused,Computer Science
I want to explore the history and development of character development theories.,Curious,Literature
I feel like throwing my laptop out the window. financial accounting is so annoying.,Frustrated,Business
I'm curious to see what happens if we change the parameters in developmental stages.,Curious,Psychology
This poetic meters homework is extremely monotonous. I can't stay focused.,Bored,Literature
I have read this section on research ethics three times and still don't understand it.,Confused,Psychology
This enzyme kinetics assignment is a nightmare. It is way too hard.,Frustrated,Chemistry
The lecture on Bayes theorem went way too fast. I have no idea what's going on.,Confused,Mathematics
This error message in narrative voices is completely useless. I am stuck.,Frustrated,Literature
Learning about narrative voices feels like watching paint dry. Zero excitement.,Bored,Literature
This error message in historical contexts is completely useless. I am stuck.,Frustrated,Literature
This social influence homework is extremely monotonous. I can't stay focused.,Bored,Psychology
I'm curious to see what happens if we change the parameters in gravitational fields.,Curious,Physics
I don't see the relevance of API routing to real life. It is just empty theory.,Bored,Computer Science
I've been trying to solve this social influence bug for hours and it's still failing!,Frustrated,Psychology
I've been listening to this talk on gravitational fields for an hour and nothing is happening.,Bored,Physics
I'm really struggling to grasp the core concept of structural load calculations.,Confused,Engineering
How does colonialism scale to real-world datasets? I'd love to know more.,Curious,History
The class on redox reactions is moving at a snail's pace. I'm so disengaged.,Bored,Chemistry
This organic synthesis assignment is a nightmare. It is way too hard.,Frustrated,Chemistry
The professor's slides on defense mechanisms are just walls of text. So uninteresting.,Bored,Psychology
I am tired of getting stuck on basic syntax errors in chemical equilibrium.,Frustrated,Chemistry
I am stuck on this financial accounting question. The instructions are very unclear.,Confused,Business
This compiler error in special relativity is driving me crazy! It makes no sense.,Frustrated,Physics
The lecture on molecular orbitals went way too fast. I have no idea what's going on.,Confused,Chemistry
I've been trying to solve this SQL joins bug for hours and it's still failing!,Frustrated,Computer Science
How do researchers solve the open problems in supply chain logistics?,Curious,Business
I solved the entire merge sort worksheet without looking at any hints.,Confident,Computer Science
I feel like throwing my laptop out the window. colonialism is so annoying.,Frustrated,History
I find chemical equilibrium incredibly tedious. It is just rote repetition.,Bored,Chemistry
I'm completely lost on periodic trends. Can someone explain it in simple terms?,Confused,Chemistry
I don't get the relationship between these variables in rhetorical devices.,Confused,Literature
"This lecture on consumer psychology is so dry, I'm falling asleep.",Bored,Business
This gas laws assignment is a nightmare. It is way too hard.,Frustrated,Chemistry
"This lecture on economic depressions is so dry, I'm falling asleep.",Bored,History
I don't understand the difference between these two algorithms in linear transformations.,Confused,Mathematics
How does post-colonial literature scale to real-world datasets? I'd love to know more.,Curious,Literature
I'm interested in working on a research project related to regular expressions.,Curious,Computer Science
I don't see the relevance of organic synthesis to real life. It is just empty theory.,Bored,Chemistry
I feel like throwing my laptop out the window. industrialization is so annoying.,Frustrated,History
"This lecture on mental health disorders is so dry, I'm falling asleep.",Bored,Psychology
The class on probability distributions is moving at a snail's pace. I'm so disengaged.,Bored,Mathematics
The class on partial derivatives is moving at a snail's pace. I'm so disengaged.,Bored,Mathematics
The lecture on market segmentation went way too fast. I have no idea what's going on.,Confused,Business
I've mastered the core concepts of portfolio optimization. Bring on the advanced stuff!,Confident,Business
Implementing thematic analysis was straightforward. I knew exactly what to do.,Confident,Literature
I have read this section on cost-benefit analysis three times and still don't understand it.,Confused,Business
This lecture on enzyme kinetics was fascinating! Where can I read more about it?,Curious,Chemistry
I want to explore the history and development of fluid mechanics theories.,Curious,Engineering
The lecture on binary search trees went way too fast. I have no idea what's going on.,Confused,Computer Science
I've been listening to this talk on economic depressions for an hour and nothing is happening.,Bored,History
I've been trying to solve this stoichiometric calculations bug for hours and it's still failing!,Frustrated,Chemistry
I have read this section on multithreading three times and still don't understand it.,Confused,Computer Science
I keep getting confused when trying to apply the formula for developmental stages.,Confused,Psychology
Can we apply French Revolution concepts to solve this other problem?,Curious,History
This lecture on organic synthesis was fascinating! Where can I read more about it?,Curious,Chemistry
This error message in structural load calculations is completely useless. I am stuck.,Frustrated,Engineering
Learning about historical contexts feels like watching paint dry. Zero excitement.,Bored,Literature
I'm really struggling to grasp the core concept of Docker containers.,Confused,Computer Science
"My solution for the thermodynamic cycles problem is clean, efficient, and working perfectly.",Confident,Engineering
"This lecture on DNA replication is so dry, I'm falling asleep.",Bored,Biology
Why do we need to memorize these aerodynamics formulas? It feels so pointless.,Bored,Engineering
I'm completely lost on French Revolution. Can someone explain it in simple terms?,Confused,History
This lecture on Bayes theorem was fascinating! Where can I read more about it?,Curious,Mathematics
How do researchers solve the open problems in structuralism?,Curious,Literature
I keep getting confused when trying to apply the formula for Bayes theorem.,Confused,Mathematics
I'm curious to see what happens if we change the parameters in feedback control loops.,Curious,Engineering
I'm completely lost on cellular respiration. Can someone explain it in simple terms?,Confused,Biology
I keep getting confused when trying to apply the formula for CAD modeling.,Confused,Engineering
I'm curious to see what happens if we change the parameters in acid-base titration.,Curious,Chemistry
I've been listening to this talk on thermodynamic cycles for an hour and nothing is happening.,Bored,Engineering
I feel confident about my grasp of organic synthesis ahead of the midterm.,Confident,Chemistry
This compiler error in organizational behavior is driving me crazy! It makes no sense.,Frustrated,Business
This is an interesting perspective on literary analysis. How does it compare to others?,Curious,Literature
I've spent the whole weekend on special relativity and made absolutely zero progress.,Frustrated,Physics
Can someone explain how post-colonial literature works? I am totally confused.,Confused,Literature
Why do we need to memorize these cellular respiration formulas? It feels so pointless.,Bored,Biology
I've been listening to this talk on structural load calculations for an hour and nothing is happening.,Bored,Engineering
The class on social movements is moving at a snail's pace. I'm so disengaged.,Bored,History
Learning about matrix multiplication feels like watching paint dry. Zero excitement.,Bored,Mathematics
I feel confident about my grasp of stoichiometric calculations ahead of the midterm.,Confident,Chemistry
I have followed every step of the SQL joins tutorial and it still crashes.,Frustrated,Computer Science
I don't get the relationship between these variables in Bayes theorem.,Confused,Mathematics
I keep getting confused when trying to apply the formula for differential equations.,Confused,Mathematics
Learning about phylogenetic trees feels like watching paint dry. Zero excitement.,Bored,Biology
I'm really struggling to grasp the core concept of gravitational fields.,Confused,Physics
I'm really struggling to grasp the core concept of military strategies.,Confused,History
Why is the setup for material strength so incredibly difficult and poorly documented?,Frustrated,Engineering
I'm completely lost on social influence. Can someone explain it in simple terms?,Confused,Psychology
I've been listening to this talk on consumer psychology for an hour and nothing is happening.,Bored,Business
I fully understand memory retrieval now and completed all the exercises easily!,Confident,Psychology
This assignment on fluid mechanics was simple. I finished it in ten minutes.,Confident,Engineering
I've been trying to solve this economic depressions bug for hours and it's still failing!,Frustrated,History
Can we apply cost-benefit analysis concepts to solve this other problem?,Curious,Business
How does action potentials scale to real-world datasets? I'd love to know more.,Curious,Biology
I am so frustrated with organizational behavior. Nothing is working the way it should.,Frustrated,Business
I'm completely lost on corporate finance. Can someone explain it in simple terms?,Confused,Business
The class on personality traits is moving at a snail's pace. I'm so disengaged.,Bored,Psychology
Another lecture on gas laws? I'd rather do anything else right now.,Bored,Chemistry
Why is the setup for recursion so incredibly difficult and poorly documented?,Frustrated,Computer Science
I'm really struggling to grasp the core concept of gene splicing.,Confused,Biology
I feel like throwing my laptop out the window. French Revolution is so annoying.,Frustrated,History
How do researchers solve the open problems in linear transformations?,Curious,Mathematics
How do researchers solve the open problems in ecological niches?,Curious,Biology
The lecture on electromagnetic induction went way too fast. I have no idea what's going on.,Confused,Physics
This compiler error in industrialization is driving me crazy! It makes no sense.,Frustrated,History
I fully understand social influence now and completed all the exercises easily!,Confident,Psychology
Another lecture on pointer references? I'd rather do anything else right now.,Bored,Computer Science
I feel like throwing my laptop out the window. molecular orbitals is so annoying.,Frustrated,Chemistry
I've been trying to solve this cellular respiration bug for hours and it's still failing!,Frustrated,Biology
I don't understand the difference between these two algorithms in treaty negotiations.,Confused,History
Why does literary analysis behave this way? It seems very counterintuitive.,Confused,Literature
I fully understand electromagnetic induction now and completed all the exercises easily!,Confident,Physics
I've spent the whole weekend on partial derivatives and made absolutely zero progress.,Frustrated,Mathematics
Learning about material strength feels like watching paint dry. Zero excitement.,Bored,Engineering
I don't see the relevance of chemical equilibrium to real life. It is just empty theory.,Bored,Chemistry
I have followed every step of the portfolio optimization tutorial and it still crashes.,Frustrated,Business
I find social influence incredibly tedious. It is just rote repetition.,Bored,Psychology
Can we apply Fourier series concepts to solve this other problem?,Curious,Mathematics
Learning about gradient descent feels like watching paint dry. Zero excitement.,Bored,Computer Science
I keep getting confused when trying to apply the formula for corporate finance.,Confused,Business
"My solution for the quantum entanglement problem is clean, efficient, and working perfectly.",Confident,Physics
I don't see the relevance of microeconomic models to real life. It is just empty theory.,Bored,Business
This error message in Docker containers is completely useless. I am stuck.,Frustrated,Computer Science
I solved the entire social influence worksheet without looking at any hints.,Confident,Psychology
How does backpropagation scale to real-world datasets? I'd love to know more.,Curious,Computer Science
